model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tesla Roadster,Standard Range,Solid Black,Electric,Automatic,226716.23,2024-08-29,2024-11-22,Illinois,450.3,0,96.9,11.0,5,159.6,523
Tesla Model X,Standard Range,Deep Blue Metallic,Electric,Automatic,119277.48,2025-08-25,2025-10-14,New York,333.8,0,68.3,9.8,7,141.9,597
Tesla Model Y,Plaid,Deep Blue Metallic,Electric,Automatic,45504.63,2025-02-12,2025-04-23,Illinois,275.8,0,83.5,8.8,7,169.2,430
Tesla Roadster,Standard Range,Ultra Red,Electric,Automatic,244181.98,2025-11-22,2025-12-02,California,555.4,0,88.1,3.9,5,165.6,432
Tesla Model 3,Performance,Red Multi-Coat,Electric,Automatic,50572.72,2025-12-14,2026-01-24,Colorado,310.7,0,70.4,9.6,5,164.1,620
Tesla Model X,Long Range,Midnight Silver Metallic,Electric,Automatic,126169.32,2024-05-25,2024-06-11,Connecticut,329.2,0,87.9,7.1,7,168.4,642
Tesla Model Y,Plaid,Deep Blue Metallic,Electric,Automatic,58805.21,2025-11-18,2026-02-11,Washington,316.2,0,82.2,11.4,7,150.0,564
Tesla Model X,Plaid,Midnight Silver Metallic,Electric,Automatic,81647.0,2025-05-30,2025-07-18,Texas,343.2,0,67.0,2.0,7,158.1,732
Tesla Model 3,Long Range,Midnight Silver Metallic,Electric,Automatic,51032.12,2026-03-19,2026-06-16,Oregon,306.6,0,71.3,2.5,5,166.5,525
Tesla Model S,Standard Range,Midnight Silver Metallic,Electric,Automatic,127722.96,2024-09-04,2024-10-19,Connecticut,397.9,0,71.1,10.8,5,164.6,530
Tesla Model 3,Performance,Pearl White,Electric,Automatic,39573.2,2025-03-06,2025-03-12,Illinois,306.5,0,69.8,8.3,5,155.7,587
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,77399.75,2025-04-09,2025-05-19,Massachusetts,367.0,0,75.6,4.3,5,161.4,455
Tesla Roadster,Plaid,Pearl White,Electric,Automatic,216729.97,2025-07-29,2025-09-20,Washington,597.8,0,81.5,5.4,5,161.4,558
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,68091.59,2025-09-07,2025-09-13,Connecticut,284.2,0,62.4,1.0,7,156.4,722
Tesla Roadster,Long Range,Solid Black,Electric,Automatic,229473.47,2024-07-14,2024-09-16,Florida,495.1,0,75.4,7.0,5,141.5,561
Tesla Model X,Plaid,Solid Black,Electric,Automatic,100663.81,2025-04-21,2025-06-29,Oregon,342.0,0,81.8,11.6,7,168.4,712
Tesla Model X,Long Range,Ultra Red,Electric,Automatic,89225.1,2025-04-29,2025-06-01,Texas,310.4,0,74.1,8.7,7,161.4,531
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,64465.64,2025-11-02,2025-11-03,New Jersey,296.6,0,86.7,5.6,5,156.8,619
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,51182.71,2024-08-06,2024-10-04,Maryland,316.6,0,61.6,7.3,7,167.5,792
Tesla Model 3,Long Range,Midnight Silver Metallic,Electric,Automatic,47605.73,2024-12-26,2025-02-02,Nevada,286.1,0,61.4,6.7,5,163.0,543
Tesla Cybertruck,Standard Range,Solid Black,Electric,Automatic,76974.95,2025-12-17,2026-01-16,Texas,271.4,0,81.5,11.7,5,149.0,576
Tesla Model X,Plaid,Red Multi-Coat,Electric,Automatic,132869.28,2025-01-08,2025-01-11,Nevada,313.7,0,67.5,7.7,7,155.9,779
Tesla Model Y,Performance,Red Multi-Coat,Electric,Automatic,51482.3,2025-01-02,2025-03-06,Florida,316.8,0,74.9,11.2,7,142.5,840
Tesla Model S,Performance,Stealth Grey,Electric,Automatic,93423.36,2025-05-27,2025-07-25,Nevada,347.1,0,76.0,7.3,5,161.1,517
Tesla Model X,Performance,Deep Blue Metallic,Electric,Automatic,103177.78,2025-08-03,2025-10-06,Washington,330.3,0,71.1,2.6,7,160.7,665
Tesla Model S,Long Range,Stealth Grey,Electric,Automatic,98503.91,2025-08-26,2025-09-05,California,398.1,0,72.2,1.0,5,141.4,633
Tesla Model S,Plaid,Deep Blue Metallic,Electric,Automatic,117281.32,2025-01-07,2025-03-10,California,395.3,0,84.3,1.3,5,151.3,638
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,94706.31,2025-11-09,2025-12-12,Illinois,340.1,0,63.1,4.5,7,154.8,621
Tesla Cybertruck,Performance,Midnight Silver Metallic,Electric,Automatic,75068.03,2025-02-21,2025-04-27,Massachusetts,375.0,0,61.2,10.2,5,147.1,617
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,43395.69,2025-06-17,2025-07-07,Nevada,303.2,0,77.8,11.0,5,160.5,643
Tesla Model Y,Plaid,Deep Blue Metallic,Electric,Automatic,45487.11,2025-05-12,2025-07-27,Connecticut,269.2,0,88.4,6.0,7,150.3,878
Tesla Roadster,Long Range,Stealth Grey,Electric,Automatic,240809.79,2024-04-12,2024-06-25,Texas,438.1,0,85.0,0.8,5,142.2,425
Tesla Model S,Performance,Red Multi-Coat,Electric,Automatic,95070.24,2025-11-23,2026-02-12,Maryland,342.7,0,65.7,6.0,5,140.5,592
Tesla Model X,Standard Range,Stealth Grey,Electric,Automatic,90414.16,2025-12-08,2026-02-06,New Jersey,347.9,0,93.6,4.1,7,166.3,770
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,54312.18,2025-01-12,2025-02-06,Arizona,269.7,0,96.9,4.7,7,155.7,659
Tesla Roadster,Long Range,Midnight Silver Metallic,Electric,Automatic,226712.74,2025-02-18,2025-05-09,Colorado,433.4,0,62.1,4.4,5,142.4,514
Tesla Model X,Plaid,Pearl White,Electric,Automatic,124009.36,2024-04-20,2024-06-18,Arizona,333.8,0,95.8,6.3,7,142.7,787
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,68346.31,2024-10-14,2025-01-06,Maryland,321.8,0,62.8,9.8,7,150.3,576
Tesla Model Y,Standard Range,Solid Black,Electric,Automatic,54363.97,2024-06-10,2024-07-05,Texas,325.0,0,69.8,6.7,7,160.7,499
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,47570.65,2024-09-04,2024-09-29,Massachusetts,269.0,0,93.7,9.5,7,158.3,813
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,53162.92,2025-01-27,2025-04-07,Virginia,287.0,0,88.9,10.4,7,161.7,889
Tesla Model X,Standard Range,Solid Black,Electric,Automatic,130637.13,2025-12-26,2026-01-11,Colorado,322.7,0,62.5,8.1,7,150.4,457
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,53824.54,2025-01-22,2025-03-24,Washington,374.7,0,76.9,6.9,5,150.1,568
Tesla Model X,Performance,Solid Black,Electric,Automatic,118841.89,2025-01-01,2025-02-26,New Jersey,311.0,0,93.8,2.2,7,169.3,854
Tesla Cybertruck,Standard Range,Pearl White,Electric,Automatic,70828.0,2025-12-24,2026-03-24,Connecticut,388.2,0,88.9,6.3,5,145.2,570
Tesla Model Y,Plaid,Red Multi-Coat,Electric,Automatic,69118.45,2024-09-18,2024-12-09,Washington,303.6,0,74.5,2.4,7,151.7,717
Tesla Model S,Standard Range,Pearl White,Electric,Automatic,85916.54,2026-03-22,2026-04-23,Texas,392.0,0,93.1,12.0,5,163.8,513
Tesla Cybertruck,Performance,Ultra Red,Electric,Automatic,75175.4,2024-10-04,2024-11-01,Nevada,254.4,0,65.5,8.7,5,144.9,624
Tesla Model 3,Plaid,Red Multi-Coat,Electric,Automatic,50887.85,2026-03-03,2026-05-24,Arizona,271.6,0,77.4,5.0,5,166.2,612
Tesla Model S,Performance,Stealth Grey,Electric,Automatic,125166.76,2025-01-27,2025-03-20,Oregon,338.2,0,91.4,0.6,5,142.8,487
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,126319.22,2025-07-14,2025-07-17,New York,305.7,0,87.4,0.8,7,145.5,634
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,53369.27,2024-04-04,2024-06-13,Virginia,300.5,0,93.3,10.1,7,167.0,521
Tesla Model Y,Performance,Midnight Silver Metallic,Electric,Automatic,46175.48,2024-09-09,2024-11-29,New Jersey,317.9,0,91.0,3.5,7,162.1,516
Tesla Model Y,Long Range,Red Multi-Coat,Electric,Automatic,66164.99,2026-03-08,2026-04-06,Massachusetts,269.4,0,61.1,2.3,7,157.0,860
Tesla Roadster,Standard Range,Deep Blue Metallic,Electric,Automatic,200844.83,2025-02-24,2025-03-28,New York,447.3,0,65.1,4.5,5,151.1,473
Tesla Model Y,Long Range,Ultra Red,Electric,Automatic,46234.31,2025-11-11,2025-12-21,Colorado,328.9,0,77.1,1.0,7,168.5,898
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,42601.76,2024-07-12,2024-07-30,Florida,293.3,0,96.5,7.3,5,157.3,452
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,49897.88,2024-07-14,2024-10-09,Florida,272.1,0,88.5,11.7,5,140.1,619
Tesla Model X,Standard Range,Solid Black,Electric,Automatic,131863.51,2025-11-25,2026-02-10,Virginia,322.9,0,99.5,2.7,7,167.5,467
Tesla Roadster,Performance,Deep Blue Metallic,Electric,Automatic,241359.79,2024-07-02,2024-08-15,Nevada,439.8,0,84.6,8.0,5,166.4,551
Tesla Model 3,Plaid,Pearl White,Electric,Automatic,42776.31,2024-06-21,2024-08-31,New York,306.2,0,80.0,8.3,5,150.3,493
Tesla Cybertruck,Performance,Midnight Silver Metallic,Electric,Automatic,61572.91,2024-08-05,2024-09-15,Maryland,404.2,0,72.2,5.0,5,166.8,559
Tesla Model Y,Standard Range,Midnight Silver Metallic,Electric,Automatic,62029.48,2024-11-26,2025-01-21,Nevada,314.8,0,94.8,7.8,7,146.8,528
Tesla Roadster,Plaid,Deep Blue Metallic,Electric,Automatic,210348.06,2025-09-05,2025-10-20,Maryland,578.8,0,81.1,4.8,5,143.7,604
Tesla Model 3,Standard Range,Solid Black,Electric,Automatic,46277.63,2024-04-07,2024-05-01,Oregon,305.9,0,63.3,8.0,5,155.7,621
Tesla Model S,Standard Range,Deep Blue Metallic,Electric,Automatic,103314.4,2025-08-23,2025-09-04,Massachusetts,377.2,0,65.9,3.3,5,145.7,619
Tesla Model Y,Performance,Stealth Grey,Electric,Automatic,45968.77,2025-10-10,2025-11-10,Texas,325.8,0,73.1,1.4,7,160.1,810
Tesla Model S,Standard Range,Red Multi-Coat,Electric,Automatic,100400.1,2025-05-01,2025-07-15,Arizona,352.5,0,60.0,11.7,5,143.3,558
Tesla Roadster,Standard Range,Ultra Red,Electric,Automatic,235997.84,2026-02-22,2026-03-06,Connecticut,483.2,0,84.4,10.3,5,166.8,483
Tesla Model Y,Plaid,Ultra Red,Electric,Automatic,45952.14,2025-03-16,2025-06-08,Florida,277.4,0,85.3,7.7,7,147.5,547
Tesla Model Y,Long Range,Red Multi-Coat,Electric,Automatic,49021.22,2025-01-24,2025-02-16,Virginia,260.9,0,97.8,3.3,7,159.0,746
Tesla Model S,Standard Range,Red Multi-Coat,Electric,Automatic,127324.61,2026-02-25,2026-04-03,Arizona,353.0,0,90.1,11.4,5,161.5,634
Tesla Roadster,Standard Range,Deep Blue Metallic,Electric,Automatic,226829.0,2025-06-21,2025-08-30,Illinois,439.0,0,79.1,2.3,5,149.5,604
Tesla Roadster,Long Range,Red Multi-Coat,Electric,Automatic,204728.86,2025-05-21,2025-06-08,Illinois,586.1,0,79.9,11.9,5,165.4,510
Tesla Roadster,Performance,Solid Black,Electric,Automatic,248458.66,2025-12-24,2026-01-21,Virginia,455.4,0,91.5,9.6,5,169.3,606
Tesla Model 3,Performance,Red Multi-Coat,Electric,Automatic,46654.79,2024-06-26,2024-07-23,Illinois,312.1,0,78.9,10.1,5,144.5,497
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,72514.08,2024-05-09,2024-06-23,New Jersey,451.4,0,95.3,6.5,5,143.3,557
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,75622.36,2025-01-21,2025-04-18,Virginia,443.2,0,81.6,1.0,5,159.8,538
Tesla Model 3,Performance,Midnight Silver Metallic,Electric,Automatic,47083.47,2024-12-03,2024-12-10,Texas,288.7,0,63.1,10.1,5,153.0,579
Tesla Model S,Standard Range,Deep Blue Metallic,Electric,Automatic,112365.51,2024-10-19,2024-12-20,New Jersey,371.5,0,95.6,6.4,5,162.2,520
Tesla Model X,Plaid,Midnight Silver Metallic,Electric,Automatic,91624.11,2026-02-07,2026-03-14,Connecticut,328.3,0,74.3,2.2,7,169.9,570
Tesla Cybertruck,Long Range,Pearl White,Electric,Automatic,64464.42,2025-08-04,2025-09-10,Massachusetts,399.1,0,68.6,10.9,5,152.3,625
Tesla Model S,Performance,Solid Black,Electric,Automatic,83287.79,2024-07-26,2024-08-04,Nevada,371.4,0,96.0,11.6,5,158.0,512
Tesla Model S,Performance,Solid Black,Electric,Automatic,100344.13,2025-06-04,2025-08-01,Nevada,347.0,0,76.0,11.3,5,164.6,570
Tesla Roadster,Plaid,Deep Blue Metallic,Electric,Automatic,240946.61,2024-09-27,2024-11-13,Washington,511.7,0,64.5,6.9,5,151.2,556
Tesla Model X,Standard Range,Deep Blue Metallic,Electric,Automatic,124377.63,2025-02-04,2025-03-24,Oregon,344.1,0,71.9,6.5,7,162.4,562
Tesla Model S,Standard Range,Midnight Silver Metallic,Electric,Automatic,128699.95,2024-12-11,2025-03-08,Maryland,375.3,0,83.6,6.2,5,159.6,457
Tesla Cybertruck,Long Range,Midnight Silver Metallic,Electric,Automatic,58586.31,2024-09-03,2024-11-26,New York,404.8,0,96.9,7.5,5,148.8,557
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,41598.71,2025-02-08,2025-05-03,Connecticut,276.0,0,93.5,5.4,5,143.8,496
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,46741.95,2025-05-23,2025-08-19,Virginia,328.1,0,68.2,0.9,5,156.4,457
Tesla Model X,Performance,Ultra Red,Electric,Automatic,135715.35,2024-06-30,2024-07-10,Maryland,314.1,0,96.3,3.1,7,145.1,612
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,69581.6,2024-05-14,2024-06-12,Colorado,320.3,0,72.4,6.1,7,169.1,473
Tesla Model X,Long Range,Red Multi-Coat,Electric,Automatic,135464.1,2024-10-08,2024-12-06,Virginia,322.2,0,99.4,2.2,7,150.2,805
Tesla Model X,Plaid,Solid Black,Electric,Automatic,130243.46,2024-06-03,2024-08-29,Oregon,327.2,0,76.5,4.1,7,159.7,652
Tesla Cybertruck,Standard Range,Stealth Grey,Electric,Automatic,66222.04,2025-04-24,2025-07-10,Maryland,338.7,0,61.5,1.2,5,169.7,441
Tesla Model X,Long Range,Stealth Grey,Electric,Automatic,137063.81,2025-04-08,2025-05-16,Oregon,305.4,0,89.5,2.8,7,145.2,762
Tesla Model X,Standard Range,Deep Blue Metallic,Electric,Automatic,122413.95,2024-07-26,2024-09-25,Washington,326.6,0,98.4,1.4,7,145.5,432
Tesla Model Y,Plaid,Midnight Silver Metallic,Electric,Automatic,67410.93,2026-01-18,2026-02-02,Virginia,289.3,0,91.7,0.9,7,157.0,683
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,90074.07,2024-06-28,2024-08-15,Virginia,323.6,0,67.7,9.2,7,142.1,844
Tesla Model Y,Standard Range,Pearl White,Electric,Automatic,47195.22,2024-11-14,2024-11-16,Florida,260.4,0,84.6,8.8,7,151.5,597
Tesla Model S,Plaid,Pearl White,Electric,Automatic,100434.11,2024-07-18,2024-09-13,Illinois,358.3,0,80.5,8.9,5,140.4,540
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,114344.19,2024-04-01,2024-04-03,Illinois,346.6,0,61.0,6.8,7,147.0,725
Tesla Cybertruck,Performance,Midnight Silver Metallic,Electric,Automatic,59226.25,2025-08-12,2025-09-13,Oregon,319.4,0,65.9,6.3,5,167.1,468
Tesla Model X,Standard Range,Solid Black,Electric,Automatic,117651.76,2024-05-23,2024-06-12,Texas,314.0,0,79.5,9.1,7,157.1,573
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,46012.8,2025-03-26,2025-06-19,Florida,271.2,0,89.6,9.6,7,151.7,680
Tesla Model X,Long Range,Pearl White,Electric,Automatic,85910.31,2026-02-18,2026-04-03,Oregon,331.0,0,90.9,11.1,7,161.0,696
Tesla Model S,Long Range,Deep Blue Metallic,Electric,Automatic,124523.08,2025-10-21,2025-11-25,Connecticut,382.0,0,70.6,6.6,5,147.6,501
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,50788.09,2024-04-18,2024-07-01,Maryland,305.9,0,91.8,8.6,5,145.1,522
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,54874.54,2025-06-06,2025-08-20,Colorado,328.6,0,88.0,6.0,7,161.3,436
Tesla Cybertruck,Plaid,Midnight Silver Metallic,Electric,Automatic,54096.2,2024-06-29,2024-08-15,Illinois,330.1,0,95.5,9.5,5,154.7,451
Tesla Model X,Standard Range,Stealth Grey,Electric,Automatic,83112.41,2024-07-16,2024-08-29,California,345.3,0,73.4,6.5,7,150.8,625
Tesla Model Y,Long Range,Red Multi-Coat,Electric,Automatic,51950.32,2026-01-13,2026-04-08,Arizona,294.7,0,79.2,3.9,7,162.1,845
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,98141.68,2024-07-19,2024-07-24,Virginia,331.8,0,67.1,9.8,7,162.1,805
Tesla Model 3,Performance,Midnight Silver Metallic,Electric,Automatic,53862.09,2025-09-11,2025-10-17,Washington,295.1,0,87.5,3.6,5,150.9,628
Tesla Cybertruck,Standard Range,Stealth Grey,Electric,Automatic,71405.23,2025-02-26,2025-04-20,Washington,324.7,0,68.5,11.5,5,144.5,428
Tesla Roadster,Performance,Stealth Grey,Electric,Automatic,232347.45,2025-04-15,2025-06-21,Washington,509.6,0,97.1,10.8,5,156.3,483
Tesla Model X,Plaid,Red Multi-Coat,Electric,Automatic,104081.64,2025-08-13,2025-09-16,Washington,342.2,0,76.9,10.7,7,141.5,792
Tesla Roadster,Plaid,Midnight Silver Metallic,Electric,Automatic,237904.92,2025-10-03,2025-11-18,Texas,572.9,0,77.6,1.3,5,146.3,639
Tesla Roadster,Plaid,Stealth Grey,Electric,Automatic,242496.36,2025-09-04,2025-11-30,Maryland,493.6,0,94.4,4.2,5,160.7,559
Tesla Model Y,Plaid,Ultra Red,Electric,Automatic,65758.46,2024-11-14,2025-01-09,Washington,281.8,0,68.7,5.5,7,144.6,775
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,100671.91,2026-03-09,2026-03-14,Maryland,374.5,0,72.0,6.2,5,143.8,436
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,88408.13,2025-11-08,2025-11-26,Nevada,321.3,0,98.9,8.5,7,153.0,739
Tesla Model S,Plaid,Deep Blue Metallic,Electric,Automatic,113892.08,2024-10-14,2024-11-24,Connecticut,392.4,0,85.0,9.3,5,155.9,645
Tesla Roadster,Standard Range,Red Multi-Coat,Electric,Automatic,230382.97,2024-04-15,2024-06-25,Florida,451.6,0,65.5,11.3,5,156.2,426
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,55437.84,2025-11-01,2026-01-22,Virginia,284.4,0,80.8,10.2,5,161.5,604
Tesla Roadster,Long Range,Ultra Red,Electric,Automatic,226430.4,2025-08-28,2025-10-22,Illinois,516.0,0,83.4,1.6,5,151.2,631
Tesla Cybertruck,Long Range,Stealth Grey,Electric,Automatic,68620.26,2024-07-28,2024-08-11,New York,343.8,0,88.8,9.4,5,142.1,478
Tesla Model Y,Performance,Ultra Red,Electric,Automatic,54407.83,2026-03-04,2026-04-08,Connecticut,273.6,0,66.1,8.0,7,148.6,509
Tesla Cybertruck,Plaid,Midnight Silver Metallic,Electric,Automatic,64539.26,2025-03-27,2025-06-02,Colorado,363.1,0,92.4,2.6,5,143.4,563
Tesla Cybertruck,Performance,Ultra Red,Electric,Automatic,57794.65,2025-12-19,2025-12-28,Massachusetts,468.8,0,67.1,1.2,5,151.2,629
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,52883.1,2025-03-09,2025-04-21,Florida,304.0,0,91.9,7.7,5,162.9,496
Tesla Model S,Standard Range,Solid Black,Electric,Automatic,102937.21,2024-12-30,2025-01-05,Massachusetts,331.4,0,92.2,0.6,5,158.4,487
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,115477.23,2024-06-01,2024-06-03,Massachusetts,378.2,0,96.4,8.1,5,140.3,623
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,49827.41,2025-04-28,2025-06-17,Washington,266.9,0,90.3,7.5,7,146.8,485
Tesla Model 3,Performance,Deep Blue Metallic,Electric,Automatic,53721.83,2025-06-22,2025-08-27,Connecticut,284.6,0,71.8,6.9,5,143.3,428
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,44560.53,2026-01-16,2026-03-30,Oregon,283.3,0,71.2,9.9,5,165.5,627
Tesla Model X,Long Range,Stealth Grey,Electric,Automatic,128444.52,2025-11-15,2025-12-18,Illinois,337.2,0,95.4,1.2,7,151.2,616
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,200665.57,2025-02-13,2025-04-17,Washington,561.9,0,87.9,1.4,5,163.2,519
Tesla Cybertruck,Long Range,Ultra Red,Electric,Automatic,55306.82,2025-04-10,2025-04-24,New York,473.6,0,90.0,1.4,5,166.9,555
Tesla Model Y,Performance,Midnight Silver Metallic,Electric,Automatic,52203.51,2024-09-07,2024-11-15,Arizona,273.0,0,90.7,5.9,7,144.8,649
Tesla Cybertruck,Standard Range,Stealth Grey,Electric,Automatic,76226.81,2025-01-04,2025-01-26,Nevada,273.7,0,68.8,2.4,5,157.6,503
Tesla Model S,Standard Range,Stealth Grey,Electric,Automatic,81883.93,2026-02-08,2026-03-23,Connecticut,340.8,0,88.8,8.2,5,155.5,561
Tesla Model Y,Long Range,Red Multi-Coat,Electric,Automatic,48642.42,2025-03-15,2025-04-20,Arizona,280.3,0,86.8,3.9,7,140.9,710
Tesla Model X,Standard Range,Stealth Grey,Electric,Automatic,133616.52,2025-06-23,2025-08-05,New York,333.8,0,97.4,7.3,7,148.0,652
Tesla Roadster,Standard Range,Ultra Red,Electric,Automatic,215303.38,2024-08-03,2024-08-14,Maryland,511.5,0,86.0,4.3,5,165.2,472
Tesla Roadster,Performance,Stealth Grey,Electric,Automatic,247919.29,2025-09-26,2025-10-19,Maryland,532.2,0,90.3,1.2,5,160.7,546
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,73400.68,2024-05-30,2024-08-19,Maryland,314.0,0,75.5,3.9,5,166.7,583
Tesla Cybertruck,Performance,Red Multi-Coat,Electric,Automatic,68523.4,2025-01-18,2025-03-13,Illinois,366.5,0,64.1,5.3,5,154.2,449
Tesla Cybertruck,Plaid,Deep Blue Metallic,Electric,Automatic,79216.51,2025-06-18,2025-09-05,New Jersey,490.8,0,66.5,2.8,5,167.6,641
Tesla Model S,Plaid,Deep Blue Metallic,Electric,Automatic,109064.39,2025-06-24,2025-07-06,New Jersey,367.1,0,85.2,5.5,5,168.5,547
Tesla Model Y,Long Range,Solid Black,Electric,Automatic,67563.61,2025-01-25,2025-04-15,New York,317.4,0,66.5,0.8,7,148.8,536
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,65426.57,2025-06-09,2025-08-26,Florida,326.8,0,74.0,10.7,7,148.5,572
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,249774.91,2025-01-01,2025-01-23,New Jersey,401.3,0,62.1,4.7,5,149.2,522
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,46738.4,2025-11-22,2026-01-11,Massachusetts,262.8,0,98.7,4.5,7,152.4,824
Tesla Roadster,Long Range,Midnight Silver Metallic,Electric,Automatic,203309.05,2024-09-12,2024-09-16,Florida,516.1,0,68.5,6.5,5,163.1,514
Tesla Model S,Standard Range,Solid Black,Electric,Automatic,101677.48,2025-01-20,2025-01-23,Nevada,388.3,0,67.7,2.9,5,163.1,459
Tesla Roadster,Standard Range,Red Multi-Coat,Electric,Automatic,234682.23,2024-10-03,2024-10-27,Texas,584.3,0,94.2,10.8,5,160.9,551
Tesla Model X,Plaid,Stealth Grey,Electric,Automatic,87723.2,2024-12-25,2025-03-23,New Jersey,316.8,0,94.6,7.4,7,149.8,474
Tesla Roadster,Long Range,Stealth Grey,Electric,Automatic,234779.93,2025-03-04,2025-04-05,Texas,496.7,0,70.7,6.4,5,162.5,518
Tesla Model 3,Plaid,Deep Blue Metallic,Electric,Automatic,53205.06,2025-07-16,2025-09-20,Florida,312.4,0,66.9,4.6,5,148.3,561
Tesla Roadster,Performance,Midnight Silver Metallic,Electric,Automatic,217418.19,2025-01-26,2025-04-19,Maryland,470.5,0,90.4,8.7,5,163.8,586
Tesla Cybertruck,Long Range,Solid Black,Electric,Automatic,59487.01,2025-08-25,2025-09-27,Colorado,426.8,0,82.0,5.2,5,142.0,500
Tesla Cybertruck,Performance,Midnight Silver Metallic,Electric,Automatic,67604.37,2024-10-24,2024-10-29,Florida,266.1,0,82.3,6.6,5,146.6,538
Tesla Model Y,Plaid,Deep Blue Metallic,Electric,Automatic,53210.13,2024-12-26,2025-03-01,Florida,303.9,0,81.7,11.8,7,148.8,787
Tesla Model S,Long Range,Solid Black,Electric,Automatic,117116.56,2026-02-16,2026-03-24,Oregon,376.2,0,68.0,5.4,5,141.9,635
Tesla Model 3,Standard Range,Solid Black,Electric,Automatic,39042.75,2024-06-25,2024-09-11,New Jersey,309.9,0,62.4,11.1,5,140.1,502
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,67181.16,2025-01-23,2025-03-01,Massachusetts,397.2,0,98.1,10.1,5,166.4,444
Tesla Model S,Long Range,Pearl White,Electric,Automatic,86874.39,2025-04-12,2025-05-14,Oregon,380.3,0,80.7,9.2,5,140.0,634
Tesla Roadster,Standard Range,Red Multi-Coat,Electric,Automatic,241060.13,2025-03-31,2025-06-04,California,617.2,0,71.3,7.2,5,145.3,434
Tesla Roadster,Long Range,Solid Black,Electric,Automatic,205151.75,2026-02-15,2026-03-06,Connecticut,500.9,0,97.4,8.6,5,144.9,539
Tesla Roadster,Long Range,Midnight Silver Metallic,Electric,Automatic,205470.18,2025-11-03,2026-01-23,Florida,443.2,0,84.6,6.9,5,149.7,537
Tesla Model S,Long Range,Solid Black,Electric,Automatic,125124.4,2025-06-10,2025-09-04,Florida,334.3,0,86.1,7.4,5,157.5,447
Tesla Model X,Long Range,Midnight Silver Metallic,Electric,Automatic,86538.77,2024-11-04,2025-01-30,Virginia,324.3,0,98.4,5.6,7,169.3,544
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,123999.41,2025-08-09,2025-10-17,New Jersey,310.3,0,89.7,10.6,7,157.4,587
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,50777.93,2026-02-02,2026-03-11,Nevada,306.0,0,79.8,2.9,5,145.8,452
Tesla Model X,Long Range,Solid Black,Electric,Automatic,126340.74,2025-11-25,2025-12-28,Florida,339.7,0,96.4,5.9,7,153.1,729
Tesla Model X,Performance,Midnight Silver Metallic,Electric,Automatic,94957.11,2025-05-14,2025-07-25,Connecticut,307.8,0,90.9,1.9,7,154.8,479
Tesla Cybertruck,Standard Range,Solid Black,Electric,Automatic,72198.49,2026-02-10,2026-05-06,California,439.9,0,62.5,10.2,5,151.2,594
Tesla Model X,Long Range,Ultra Red,Electric,Automatic,110480.64,2024-03-24,2024-04-15,Connecticut,347.5,0,92.5,10.6,7,168.4,453
